#1
double t_data(1344,15)	# t	S.I	S.S	X.I	X.S	X.H	X.A	X.P	S.O2	S.NO	S.NH	S.ND	X.ND	S.ALK	Q
2.177083333	30	42.57931	28.3113924050633	199.9	25.3569620253165	0	0	0	0	22.19802	4.25793	9.53291139240506	7	11554
2.1875	30	40.00033	27.7784810126582	191.412658227848	24.3544303797468	0	0	0	0	20.31607	4.00003	9.15569620253165	7	11875
2.197916667	30	40.38873	28.673417721519	180.701265822785	23.2632911392405	0	0	0	0	20.54218	4.03887	8.74556962025316	7	13101
2.208333333	30	40.77713	26.3759493670886	175.775949367089	22.4607594936709	0	0	0	0	20.71611	4.07771	8.44430379746835	7	12323
2.21875	30	40.46641	27.6873417721519	172.405063291139	22.2329113924051	0	0	0	0	20.7509	4.04664	8.35822784810127	7	13271
2.229166667	30	40.83539	27.546835443038	167.5	21.6721518987342	0	0	0	0	20.66393	4.08354	8.14683544303797	7	13614
2.239583333	30	40.46641	27.3822784810127	166.617721518987	21.5556962025316	0	0	0	0	20.61175	4.04664	8.10379746835443	7	13604
2.25	30	40.50525	25.3974683544304	168.532911392405	21.5481012658228	0	0	0	0	20.54218	4.05053	8.10126582278481	7	12382
2.260416667	30	40.52467	25.3962025316456	168.19746835443	21.5101265822785	0	0	0	0	20.43782	4.05247	8.08607594936709	7	12408
2.270833333	30	40.31105	23.7873417721519	165.249367088608	21.0037974683544	0	0	0	0	20.40303	4.03111	7.89620253164557	7	11767
2.28125	30	40.11685	23.7227848101266	161.854430379747	20.620253164557	0	0	0	0	20.15953	4.01169	7.75189873417721	7	12006
2.291666667	30	40.04693	22.7759493670886	157.759493670886	20.0594936708861	0	0	0	0	20.02734	4.00469	7.54050632911392	7	11805
2.302083333	30	40.34212	22.5772151898734	154.675949367089	19.6949367088608	0	0	0	0	19.99951	4.03421	7.40379746835443	7	11951
2.3125	30	40.58293	22.6594936708861	151.079746835443	19.3037974683544	0	0	0	0	20.10039	4.05829	7.25696202531646	7	12317
2.322916667	30	40.89365	23.0594936708861	148.184810126582	19.026582278481	0	0	0	0	20.40303	4.08937	7.15316455696202	7	12825
2.333333333	30	41.16553	22.8924050632911	147.381012658228	18.9189873417722	0	0	0	0	20.82047	4.11655	7.1126582278481	7	12800
2.34375	30	41.86465	22.7037974683544	148.287341772152	18.9987341772152	0	0	0	0	21.16834	4.18647	7.14303797468354	7	12600
2.354166667	30	42.42395	23.9012658227848	147.418987341772	19.0354430379747	0	0	0	0	21.6136	4.2424	7.15569620253164	7	13408
2.364583333	30	43.94649	24.6126582278481	146.260759493671	18.9860759493671	0	0	0	0	22.1354	4.39465	7.1379746835443	7	13952
2.375	30	48.77431	29.6924050632911	143.544303797468	19.2481012658228	0	0	0	0	24.68178	4.87743	7.23670886075949	7	17235
2.385416667	30	59.88648	30.320253164557	146.593670886076	19.6569620253165	0	0	0	0	29.65625	5.98865	7.38987341772152	7	17233
2.395833333	30	71.46084	39.0658227848101	147.422784810127	20.7215189873418	0	0	0	0	34.24807	7.14608	7.78987341772152	7	21804
2.40625	30	80.00567	47.6088607594937	151.09746835443	22.0784810126582	0	0	0	0	37.93544	8.00057	8.3	7	25418
2.416666667	30	94.90087	52.5987341772152	171.950632911392	24.9493670886076	0	0	0	0	43.39692	9.49009	9.37974683544304	7	24776
2.427083333	30	105.7761	65.0354430379747	193.593670886076	28.7367088607595	0	0	0	0	46.61468	10.57761	10.8037974683544	7	26842
2.4375	30	115.2104	75.7303797468354	209.572151898734	31.7	0	0	0	0	49.24802	11.52104	11.9177215189873	7	28519
2.447916667	30	120.011	89.7898734177215	226.737974683544	35.1696202531646	0	0	0	0	49.99941	12.0011	13.2215189873418	7	30707
2.458333333	30	118.9701	100.083544303797	249.724050632911	38.8670886075949	0	0	0	0	49.24802	11.89701	14.6113924050633	7	31000
2.46875	30	112.1109	109.830379746835	273.944303797468	42.6417721518987	0	0	0	0	45.74154	11.21109	16.0303797468354	7	31009
2.479166667	30	102.4553	117.313924050633	296.164556962025	45.9417721518987	0	0	0	0	40.85751	10.24553	17.2708860759494	7	30713
2.489583333	30	94.81153	111.159493670886	327.246835443038	48.7113924050633	0	0	0	0	39.03469	9.48115	18.3126582278481	7	27093
2.5	30	88.37961	111.236708860759	346.755696202532	50.8886075949367	0	0	0	0	36.8501	8.83796	19.1303797468354	7	25812
2.510416667	30	81.2874	112.232911392405	349.93417721519	51.3518987341772	0	0	0	0	34.24807	8.12874	19.3050632911392	7	25808
2.520833333	30	75.7721	107.889873417722	353.156962025316	51.2278481012658	0	0	0	0	32.16088	7.57721	19.2582278481013	7	24748
2.53125	30	70.37332	107.079746835443	351.670886075949	50.9721518987342	0	0	0	0	30.77985	7.03733	19.1620253164557	7	24677
2.541666667	30	68.27595	94.6645569620253	358.313924050633	50.3303797468354	0	0	0	0	29.79539	6.8276	18.9215189873418	7	21745
2.552083333	30	67.03307	109.135443037975	342.278481012658	50.1569620253165	0	0	0	0	29.23881	6.70331	18.8556962025316	7	25678
2.5625	30	66.76507	103.5	333.889873417722	48.5987341772152	0	0	0	0	28.52221	6.67651	18.2708860759494	7	25062
2.572916667	30	67.07967	99.5417721518987	344.758227848101	49.3670886075949	0	0	0	0	27.95867	6.70797	18.5594936708861	7	23552
2.583333333	30	68.08952	96.679746835443	349.077215189873	49.5291139240506	0	0	0	0	28.12564	6.80895	18.620253164557	7	22693
2.59375	30	68.72261	85.620253164557	354.7	48.9240506329114	0	0	0	0	27.55166	6.87226	18.3924050632911	7	20001
2.604166667	30	68.31479	77.9227848101266	354.937974683544	48.0962025316456	0	0	0	0	27.4647	6.83148	18.0810126582278	7	18269
2.614583333	30	65.16874	96.4632911392405	319.308860759494	46.1962025316456	0	0	0	0	26.45589	6.51687	17.3670886075949	7	24508
2.625	30	61.64516	84.253164556962	309.341772151899	43.7329113924051	0	0	0	0	26.1776	6.16452	16.4405063291139	7	22354
2.635416667	30	59.76219	81.3949367088608	324.089873417721	45.0544303797468	0	0	0	0	26.28891	5.97622	16.9379746835443	7	20755
2.645833333	30	58.94655	84.5341772151899	318.692405063291	44.8025316455696	0	0	0	0	26.78984	5.89466	16.8430379746835	7	21824
2.65625	30	59.38933	69.4594936708861	325.230379746835	43.8544303797468	0	0	0	0	27.29076	5.93893	16.4860759493671	7	17785
2.666666667	30	60.21274	66.706329113924	326.069620253165	43.6417721518987	0	0	0	0	27.12379	6.02127	16.4063291139241	7	17047
2.677083333	30	62.42662	68.8493670886076	305.184810126582	41.5594936708861	0	0	0	0	27.42295	6.24266	15.6240506329114	7	18755
2.6875	30	65.86786	65.2329113924051	289.913924050633	39.4607594936709	0	0	0	0	28.33436	6.58679	14.8354430379747	7	18708
2.697916667	30	65.61928	65.0329113924051	282.448101265823	38.6088607594937	0	0	0	0	28.2787	6.56193	14.5151898734177	7	19125
2.708333333	30	64.00353	62.0278481012658	278.345569620253	37.8189873417722	0	0	0	0	27.7082	6.40035	14.2177215189873	7	18535
2.71875	30	59.54469	60.1645569620253	277.8	37.5518987341772	0	0	0	0	26.68548	5.95447	14.1177215189873	7	18029
2.729166667	30	58.34064	58.5607594936709	274.40253164557	36.9962025316456	0	0	0	0	26.57068	5.83406	13.9075949367089	7	17772
2.739583333	30	57.33857	58.3455696202532	268.43164556962	36.3088607594937	0	0	0	0	26.62286	5.73386	13.6493670886076	7	18093
2.75	30	58.6902	57.206329113924	261.512658227848	35.4126582278481	0	0	0	0	27.4647	5.86902	13.3126582278481	7	18205
2.760416667	30	60.46908	56.6582278481013	258.953164556962	35.0683544303797	0	0	0	0	28.33436	6.04691	13.1835443037975	7	18209
2.770833333	30	63.25004	56.1759493670886	256.977215189873	34.7949367088608	0	0	0	0	29.26664	6.325	13.0810126582278	7	18193
2.78125	30	62.37225	66.7759493670886	244.162025316456	34.5481012658228	0	0	0	0	30.63027	6.23723	12.9886075949367	7	22437
2.791666667	30	62.21689	64.8151898734177	244.129113924051	34.326582278481	0	0	0	0	30.58853	6.22169	12.9050632911392	7	21842
2.802083333	30	62.01492	66.6784810126582	256.96329113924	35.9607594936709	0	0	0	0	28.16043	6.20149	13.5189873417722	7	21390
2.8125	30	66.41162	69.620253164557	262.472151898734	36.8987341772152	0	0	0	0	29.79539	6.64116	13.8721518987342	7	21824
2.822916667	30	67.18843	61.0924050632911	276.182278481013	37.4746835443038	0	0	0	0	29.82322	6.71884	14.0886075949367	7	18403
2.833333333	30	68.47015	67.1075949367089	276.482278481013	38.1772151898734	0	0	0	0	30.30328	6.84702	14.3518987341772	7	20104
2.84375	30	71.88808	74.6911392405063	260.7	37.2658227848101	0	0	0	0	32.13305	7.18881	14.0101265822785	7	23390
2.854166667	30	75.64392	70.6683544303798	266.06582278481	37.4151898734177	0	0	0	0	33.77149	7.56439	14.0658227848101	7	21850
2.864583333	30	77.44222	74.3759493670886	276.275949367089	38.9607594936709	0	0	0	0	34.30373	7.74422	14.646835443038	7	22120
2.875	30	80.08335	72.4012658227848	282.437974683544	39.426582278481	0	0	0	0	35.63953	8.00834	14.8215189873418	7	21151
2.885416667	30	82.60408	65.6911392405063	294.003797468354	39.9658227848101	0	0	0	0	36.06393	8.26041	15.0253164556962	7	18582
2.895833333	30	83.83531	86.0101265822785	273.882278481013	39.9873417721519	0	0	0	0	35.93174	8.38353	15.0329113924051	7	25345
2.90625	30	84.21983	77.8379746835443	272.306329113924	38.9050632911392	0	0	0	0	35.45168	8.42198	14.6253164556962	7	23343
2.916666667	30	83.377	79.3607594936709	291.118987341772	41.1645569620253	0	0	0	0	35.69519	8.3377	15.4759493670886	7	22372
2.927083333	30	81.99584	78.7113924050633	298.221518987342	41.8810126582278	0	0	0	0	35.62561	8.19958	15.7443037974684	7	21725
2.9375	30	80.14161	64.4050632911392	314.144303797468	42.0607594936709	0	0	0	0	35.37863	8.01416	15.8126582278481	7	17083
2.947916667	30	77.75294	89.0936708860759	288.670886075949	41.973417721519	0	0	0	0	34.9438	7.7753	15.779746835443	7	24968
2.958333333	30	75.6245	77.3088607594937	281.253164556962	39.8405063291139	0	0	0	0	34.14371	7.56245	14.9772151898734	7	22540
2.96875	30	71.87255	83.8164556962025	293.216455696203	41.8924050632911	0	0	0	0	32.70355	7.18726	15.7493670886076	7	23343
2.979166667	30	69.45669	79.3215189873418	300.340506329114	42.1848101265823	0	0	0	0	31.46515	6.94567	15.8594936708861	7	21738
2.989583333	30	67.49915	73.0911392405063	312.241772151899	42.8151898734177	0	0	0	0	30.68245	6.74992	16.0962025316456	7	19429
3	30	63.63455	67.8556962025316	315.351898734177	42.5784810126582	0	0	0	0	30.24762	6.36346	16.0075949367089	7	17915
3.010416667	30	61.67313	66.7253164556962	305.870886075949	41.4	0	0	0	0	30.21283	6.16731	15.5632911392405	7	18156
3.020833333	30	61.71973	65.4658227848101	293.345569620253	39.8683544303797	0	0	0	0	31.04771	6.17197	14.9873417721519	7	18561
3.03125	30	62.16018	75.846835443038	273.592405063291	38.826582278481	0	0	0	0	31.67387	6.21602	14.5962025316456	7	22713
3.041666667	30	64.57526	70.6974683544304	272.773417721519	38.1632911392405	0	0	0	0	33.15925	6.45753	14.346835443038	7	21366
3.052083333	30	67.84871	76.7	278.264556962025	39.4405063291139	0	0	0	0	35.11773	6.78487	14.826582278481	7	22596
3.0625	30	72.14054	76.7556962025316	280.445569620253	39.6886075949367	0	0	0	0	37.86587	7.21405	14.920253164557	7	22452
3.072916667	30	72.47069	55.1379746835443	308.803797468354	40.4379746835443	0	0	0	0	37.86587	7.24707	15.2025316455696	7	14847
3.083333333	30	69.7643	56.3949367088608	312.072151898734	40.9405063291139	0	0	0	0	36.8501	6.97643	15.3911392405063	7	15033
3.09375	30	67.49915	52.3126582278481	289.070886075949	37.9316455696203	0	0	0	0	36.47441	6.74992	14.2594936708861	7	15055
3.104166667	30	62.83833	47.9860759493671	274.979746835443	35.8848101265823	0	0	0	0	34.38721	6.28383	13.4911392405063	7	14496
3.114583333	30	62.24019	44.7443037974683	264.020253164557	34.3075949367089	0	0	0	0	34.67942	6.22402	12.8974683544304	7	14056
3.125	30	53.74197	38.5367088607595	256.426582278481	32.773417721519	0	0	0	0	32.06695	5.3742	12.3215189873418	7	12345
3.135416667	30	54.44886	36.8329113924051	245.10253164557	31.326582278481	0	0	0	0	29.89975	5.44489	11.7772151898734	7	12344
3.145833333	30	50.06769	32.6670886075949	235.686075949367	29.8164556962025	0	0	0	0	27.06813	5.00677	11.2088607594937	7	11274
3.15625	30	46.35457	30.2341772151899	223.216455696203	28.1607594936709	0	0	0	0	24.70265	4.63546	10.5873417721519	7	10981
3.166666667	30	44.35819	27.2506329113924	210.027848101266	26.3645569620253	0	0	0	0	23.38772	4.43582	9.91139240506329	7	10448
3.177083333	30	42.57931	24.7810126582278	198.245569620253	24.7810126582278	0	0	0	0	22.19802	4.25793	9.31645569620253	7	10000
3.1875	30	40.00033	25.3215189873418	183.893670886076	23.246835443038	0	0	0	0	20.31607	4.00003	8.73924050632911	7	11190
3.197916667	30	40.38873	22.4594936708861	173.612658227848	21.7860759493671	0	0	0	0	20.54218	4.03887	8.18987341772152	7	10412
3.208333333	30	40.77713	22.4810126582279	166.746835443038	21.0253164556962	0	0	0	0	20.71611	4.07771	7.90379746835443	7	10923
3.21875	30	40.46641	21.7974683544304	158.403797468354	20.0227848101266	0	0	0	0	20.7509	4.04664	7.52658227848101	7	11182
3.229166667	30	40.83539	21.7481012658228	152.472151898734	19.3582278481013	0	0	0	0	20.66393	4.08354	7.27721518987342	7	11646
3.239583333	30	40.46641	20.9481012658228	148.772151898734	18.8582278481013	0	0	0	0	20.61175	4.04664	7.08987341772152	7	11478
3.25	30	40.50525	21.373417721519	145.798734177215	18.5746835443038	0	0	0	0	20.54218	4.05053	6.98354430379747	7	12009
3.260416667	30	40.52467	21.573417721519	142.558227848101	18.2367088607595	0	0	0	0	20.43782	4.05247	6.85569620253165	7	12439
3.270833333	30	40.31105	19.9329113924051	143.262025316456	18.1329113924051	0	0	0	0	20.40303	4.03111	6.81645569620253	7	11323
3.28125	30	40.11685	20.046835443038	143.56582278481	18.179746835443	0	0	0	0	20.15953	4.01169	6.83417721518987	7	11370
3.291666667	30	40.04693	20.4253164556962	139.66329113924	17.7873417721519	0	0	0	0	20.02734	4.00469	6.6873417721519	7	11977
3.302083333	30	40.34212	20.5101265822785	136.946835443038	17.4949367088608	0	0	0	0	19.99951	4.03421	6.57721518987342	7	12298
3.3125	30	40.58293	19.3354430379747	137.941772151899	17.4746835443038	0	0	0	0	20.10039	4.05829	6.56962025316456	7	11419
3.322916667	30	40.89365	19.7	138.345569620253	17.5607594936709	0	0	0	0	20.40303	4.08937	6.60126582278481	7	11624
3.333333333	30	41.16553	19.4481012658228	136.245569620253	17.2987341772152	0	0	0	0	20.82047	4.11655	6.50379746835443	7	11656
3.34375	30	41.86465	18.9848101265823	135.556962025316	17.1708860759494	0	0	0	0	21.16834	4.18647	6.45569620253164	7	11409
3.354166667	30	42.42395	20.5379746835443	133.136708860759	17.0746835443038	0	0	0	0	21.6136	4.2424	6.41898734177215	7	12704
3.364583333	30	43.94649	19.720253164557	132.398734177215	16.9025316455696	0	0	0	0	22.1354	4.39465	6.35443037974683	7	12223
3.375	30	48.77431	19.9139240506329	135.16835443038	17.2316455696203	0	0	0	0	24.68178	4.87743	6.47848101265823	7	12076
3.385416667	30	59.88648	23.8493670886076	131.911392405063	17.3063291139241	0	0	0	0	29.65625	5.98865	6.50632911392405	7	15040
3.395833333	30	71.46084	33.1721518987342	122.716455696203	17.3215189873418	0	0	0	0	34.24807	7.14608	6.51139240506329	7	22202
3.40625	30	80.00567	36.3164556962025	129.503797468354	18.4240506329114	0	0	0	0	37.93544	8.00057	6.92658227848101	7	22948
3.416666667	30	94.90087	44.8911392405063	152.550632911392	21.9379746835443	0	0	0	0	43.39692	9.49009	8.24683544303797	7	23950
3.427083333	30	105.7761	55.8354430379747	170.16329113924	25.1113924050633	0	0	0	0	46.61468	10.57761	9.44050632911392	7	26314
3.4375	30	115.2104	67.3683544303797	187.008860759494	28.2645569620253	0	0	0	0	49.24802	11.52104	10.6253164556962	7	28447
3.447916667	30	120.011	81.6240506329114	206.325316455696	31.9949367088608	0	0	0	0	49.99941	12.0011	12.0278481012658	7	30682
3.458333333	30	118.9701	92.8151898734177	232.291139240506	36.1227848101266	0	0	0	0	49.24802	11.89701	13.579746835443	7	30926
3.46875	30	112.1109	103.777215189873	261.920253164557	40.6329113924051	0	0	0	0	45.74154	11.21109	15.2759493670886	7	30720
3.479166667	30	102.4553	113.854430379747	287.156962025316	44.5569620253165	0	0	0	0	40.85751	10.24553	16.7506329113924	7	30737
3.489583333	30	94.81153	121.382278481013	308.627848101266	47.7784810126582	0	0	0	0	39.03469	9.48115	17.9620253164557	7	30540
3.5	30	88.37961	125.432911392405	328.993670886076	50.4924050632911	0	0	0	0	36.8501	8.83796	18.9822784810127	7	29790
3.510416667	30	81.2874	116.283544303797	357.592405063291	52.653164556962	0	0	0	0	34.24807	8.12874	19.7949367088608	7	26113
3.520833333	30	75.7721	114.867088607595	371.916455696203	54.0873417721519	0	0	0	0	32.16088	7.57721	20.3329113924051	7	24983
3.53125	30	70.37332	111.13417721519	370.612658227848	53.5278481012658	0	0	0	0	30.77985	7.03733	20.1227848101266	7	24349
3.541666667	30	68.27595	108.027848101266	366.598734177215	52.7367088607595	0	0	0	0	29.79539	6.8276	19.8253164556962	7	23979
3.552083333	30	67.03307	105.089873417722	362.121518987342	51.9126582278481	0	0	0	0	29.23881	6.70331	19.5164556962025	7	23658
3.5625	30	66.76507	97.4215189873418	362.813924050633	51.1367088607595	0	0	0	0	28.52221	6.67651	19.2240506329114	7	22068
3.572916667	30	67.07967	103.786075949367	349.751898734177	50.3924050632911	0	0	0	0	27.95867	6.70797	18.9443037974684	7	24127
3.583333333	30	68.08952	98.1291139240506	343.255696202532	49.0430379746835	0	0	0	0	28.12564	6.80895	18.4367088607595	7	23345
3.59375	30	68.72261	95.3518987341772	345.950632911392	49.0341772151899	0	0	0	0	27.55166	6.87226	18.4341772151899	7	22595
3.604166667	30	68.31479	90.720253164557	346.251898734177	48.5518987341772	0	0	0	0	27.4647	6.83148	18.253164556962	7	21580
3.614583333	30	65.16874	88.0658227848101	342.19746835443	47.8075949367089	0	0	0	0	26.45589	6.51687	17.9721518987342	7	21228
3.625	30	61.64516	86.0746835443038	334.654430379747	46.7481012658228	0	0	0	0	26.1776	6.16452	17.5746835443038	7	21217
3.635416667	30	59.76219	82.2392405063291	329.7	45.7708860759494	0	0	0	0	26.28891	5.97622	17.2075949367089	7	20623
3.645833333	30	58.94655	81.5974683544304	323.332911392405	44.9924050632911	0	0	0	0	26.78984	5.89466	16.9139240506329	7	20848
3.65625	30	59.38933	77.8911392405063	318.749367088608	44.0708860759494	0	0	0	0	27.29076	5.93893	16.5683544303797	7	20232
3.666666667	30	60.21274	75.6658227848101	315.273417721519	43.4379746835443	0	0	0	0	27.12379	6.02127	16.3303797468354	7	19893
3.677083333	30	62.42662	72.9291139240506	310.572151898734	42.6113924050633	0	0	0	0	27.42295	6.24266	16.0189873417721	7	19487
3.6875	30	65.86786	69.426582278481	306.655696202532	41.7873417721519	0	0	0	0	28.33436	6.58679	15.7088607594937	7	18819
3.697916667	30	65.61928	66.8405063291139	301.530379746835	40.9303797468354	0	0	0	0	28.2787	6.56193	15.3873417721519	7	18441
3.708333333	30	64.00353	64.026582278481	295.354430379747	39.9316455696203	0	0	0	0	27.7082	6.40035	15.0113924050633	7	18045
3.71875	30	59.54469	61.9417721518987	288.710126582278	38.9607594936709	0	0	0	0	26.68548	5.95447	14.646835443038	7	17864
3.729166667	30	58.34064	60.1569620253165	281.83417721519	37.9987341772152	0	0	0	0	26.57068	5.83406	14.2848101265823	7	17775
3.739583333	30	57.33857	61.1139240506329	273.121518987342	37.1367088607595	0	0	0	0	26.62286	5.73386	13.9607594936709	7	18608
3.75	30	58.6902	68.6101265822785	258.86582278481	36.3860759493671	0	0	0	0	27.4647	5.86902	13.6784810126582	7	21808
3.760416667	30	60.46908	65.8481012658228	259.293670886076	36.126582278481	0	0	0	0	28.33436	6.04691	13.5810126582278	7	20969
3.770833333	30	63.25004	69.5746835443038	265.825316455696	37.2670886075949	0	0	0	0	29.26664	6.325	14.0101265822785	7	21559
3.78125	30	62.37225	67.5303797468354	271.653164556962	37.6873417721519	0	0	0	0	30.63027	6.23723	14.1683544303797	7	20558
3.791666667	30	62.21689	65.0278481012658	279.584810126582	38.2898734177215	0	0	0	0	30.58853	6.22169	14.3949367088608	7	19310
3.802083333	30	62.01492	58.5810126582278	286.408860759494	38.3316455696202	0	0	0	0	28.16043	6.20149	14.4101265822785	7	17043
3.8125	30	66.41162	60.2354430379747	280.530379746835	37.8632911392405	0	0	0	0	29.79539	6.64116	14.2341772151899	7	17878
3.822916667	30	67.18843	67.6772151898734	261.215189873418	36.5430379746835	0	0	0	0	29.82322	6.71884	13.7379746835443	7	21360
3.833333333	30	68.47015	70.0151898734177	253.510126582278	35.946835443038	0	0	0	0	30.30328	6.84702	13.5139240506329	7	22636
3.84375	30	71.88808	71.773417721519	261.078481012658	36.9835443037975	0	0	0	0	32.13305	7.18881	13.9037974683544	7	22542
3.854166667	30	75.64392	79.0506329113924	265.167088607595	38.246835443038	0	0	0	0	33.77149	7.56439	14.3784810126582	7	24225
3.864583333	30	77.44222	71.1936708860759	281.237974683544	39.1594936708861	0	0	0	0	34.30373	7.74422	14.7215189873418	7	20907
3.875	30	80.08335	67.5113924050633	298.358227848101	40.6518987341772	0	0	0	0	35.63953	8.00834	15.2822784810127	7	18809
3.885416667	30	82.60408	72.3556962025316	290.794936708861	40.3493670886076	0	0	0	0	36.06393	8.26041	15.1696202531646	7	20576
3.895833333	30	83.83531	85.5050632911393	268.143037974684	39.293670886076	0	0	0	0	35.93174	8.38353	14.7721518987342	7	25680
3.90625	30	84.21983	79.053164556962	275.215189873418	39.3632911392405	0	0	0	0	35.45168	8.42198	14.7987341772152	7	23444
3.916666667	30	83.377	82.7405063291139	292.329113924051	41.6746835443038	0	0	0	0	35.69519	8.3377	15.6670886075949	7	23139
3.927083333	30	81.99584	85.3835443037975	295.730379746835	42.3455696202532	0	0	0	0	35.62561	8.19958	15.9189873417722	7	23551
3.9375	30	80.14161	77.7835443037975	307.464556962025	42.8050632911392	0	0	0	0	35.37863	8.01416	16.0924050632911	7	20895
3.947916667	30	77.75294	95.6430379746836	295.030379746835	43.4075949367089	0	0	0	0	34.9438	7.7753	16.3189873417722	7	26044
3.958333333	30	75.6245	90.1607594936709	294.006329113924	42.6848101265823	0	0	0	0	34.14371	7.56245	16.046835443038	7	24830
3.96875	30	71.87255	91.2962025316456	310.008860759494	44.5898734177215	0	0	0	0	32.70355	7.18726	16.7632911392405	7	23966
3.979166667	30	69.45669	90.720253164557	317.856962025316	45.3974683544304	0	0	0	0	31.46515	6.94567	17.0670886075949	7	23311
3.989583333	30	67.49915	88.7506329113924	322.3	45.6721518987342	0	0	0	0	30.68245	6.74992	17.1696202531646	7	22576
4	30	63.63455	81.2822784810127	329.510126582278	45.6430379746835	0	0	0	0	30.24762	6.36346	17.1594936708861	7	20411
4.010416667	30	61.67313	80.7075949367089	327.23417721519	45.326582278481	0	0	0	0	30.21283	6.16731	17.0405063291139	7	20408
4.020833333	30	61.71973	64.2367088607595	286.955696202532	39.0215189873418	0	0	0	0	31.04771	6.17197	14.6696202531646	7	18616
4.03125	30	62.16018	62.3405063291139	282.513924050633	38.3164556962025	0	0	0	0	31.67387	6.21602	14.4050632911392	7	18359
4.041666667	30	64.57526	60.3037974683544	278.26582278481	37.6189873417722	0	0	0	0	33.15925	6.45753	14.1417721518987	7	18040
4.052083333	30	67.84871	57.3417721518987	273.713924050633	36.7835443037975	0	0	0	0	35.11773	6.78487	13.8291139240506	7	17452
4.0625	30	72.14054	57.3822784810127	280.698734177215	37.5645569620253	0	0	0	0	37.86587	7.21405	14.1215189873418	7	17034
4.072916667	30	72.47069	53.8012658227848	272.044303797468	36.2050632911392	0	0	0	0	37.86587	7.24707	13.6113924050633	7	16480
4.083333333	30	69.7643	49.9974683544304	263.936708860759	34.8810126582278	0	0	0	0	36.8501	6.97643	13.1139240506329	7	15778
4.09375	30	67.49915	48.7987341772152	256.246835443038	33.8936708860759	0	0	0	0	36.47441	6.74992	12.7417721518987	7	15863
4.104166667	30	62.83833	46.9164556962025	249.872151898734	32.9759493670886	0	0	0	0	34.38721	6.28383	12.3974683544304	7	15636
4.114583333	30	62.24019	41.6341772151899	242.56582278481	31.5772151898734	0	0	0	0	34.67942	6.22402	11.8708860759494	7	14246
4.125	30	53.74197	37.2848101265823	232.76835443038	30.006329113924	0	0	0	0	32.06695	5.3742	11.2810126582278	7	13234
4.135416667	30	54.44886	33.7772151898734	222.011392405063	28.4215189873418	0	0	0	0	29.89975	5.44489	10.6848101265823	7	12513
4.145833333	30	50.06769	30.8012658227848	211.115189873418	26.879746835443	0	0	0	0	27.06813	5.00677	10.1050632911392	7	11946
4.15625	30	46.35457	27.9721518987342	200.281012658228	25.3620253164557	0	0	0	0	24.70265	4.63546	9.53417721518987	7	11373
4.166666667	30	44.35819	27.9544303797468	191.274683544304	24.3582278481013	0	0	0	0	23.38772	4.43582	9.15696202531645	7	11968
4.177083333	30	42.57931	25.8291139240506	183.577215189873	23.2670886075949	0	0	0	0	22.19802	4.25793	8.74683544303798	7	11468
4.1875	30	40.00033	25.4481012658228	176.73164556962	22.4645569620253	0	0	0	0	20.31607	4.00003	8.44556962025316	7	11771
4.197916667	30	40.38873	27.120253164557	172.998734177215	22.2354430379747	0	0	0	0	20.54218	4.03887	8.35949367088608	7	12929
4.208333333	30	40.77713	25.2417721518987	169.827848101266	21.6746835443038	0	0	0	0	20.71611	4.07771	8.14810126582278	7	12195
4.21875	30	40.46641	26.5544303797468	167.46835443038	21.5582278481013	0	0	0	0	20.7509	4.04664	8.10506329113924	7	13090
4.229166667	30	40.83539	27.0683544303797	166.884810126582	21.5506329113924	0	0	0	0	20.66393	4.08354	8.10126582278481	7	13414
4.239583333	30	40.46641	27.0050632911392	166.611392405063	21.5126582278481	0	0	0	0	20.61175	4.04664	8.0873417721519	7	13404
4.25	30	40.50525	24.5506329113924	164.507594936709	21.006329113924	0	0	0	0	20.54218	4.05053	7.89746835443038	7	12250
4.260416667	30	40.52467	24.1405063291139	161.455696202532	20.6215189873418	0	0	0	0	20.43782	4.05247	7.75189873417721	7	12275
4.270833333	30	40.31105	22.5721518987342	157.978481012658	20.0607594936709	0	0	0	0	20.40303	4.03111	7.54177215189873	7	11669
4.28125	30	40.11685	22.4962025316456	154.770886075949	19.6962025316456	0	0	0	0	20.15953	4.01169	7.40506329113924	7	11895
4.291666667	30	40.04693	21.7746835443038	151.977215189873	19.3063291139241	0	0	0	0	20.02734	4.00469	7.25822784810127	7	11705
4.302083333	30	40.34212	21.6582278481013	149.596202531646	19.0278481012658	0	0	0	0	19.99951	4.03421	7.15316455696202	7	11843
4.3125	30	40.58293	22.026582278481	148.256962025316	18.920253164557	0	0	0	0	20.10039	4.05829	7.1126582278481	7	12189
4.322916667	30	40.89365	22.8025316455696	148.2	19	0	0	0	0	20.40303	4.08937	7.14303797468354	7	12669
4.333333333	30	41.16553	22.8126582278481	148.517721518987	19.0367088607595	0	0	0	0	20.82047	4.11655	7.15696202531646	7	12645
4.34375	30	41.86465	22.4835443037975	148.4	18.9873417721519	0	0	0	0	21.16834	4.18647	7.1379746835443	7	12456
4.354166667	30	42.42395	23.8962025316456	149.353164556962	19.2493670886076	0	0	0	0	21.6136	4.2424	7.23670886075949	7	13219
4.364583333	30	43.94649	25.1607594936709	151.767088607595	19.6582278481013	0	0	0	0	22.1354	4.39465	7.38987341772152	7	13732
